Continents/regions,year,modis_land1,modis_land2,modis_land3,modis_land4,modis_land5,modis_land6,modis_land7,modis_land8,modis_land9,modis_land10,modis_land11,modis_land12,modis_land13,modis_land14,modis_land15,modis_land16,modis_land17
Central Asia,2002,5.64745E+11,10901697.14,59186163508,1.96683E+12,5.61998E+12,2.23035E+11,5.18322E+12,3.07595E+12,6.23928E+12,6.3281E+14,6.33929E+11,8.18081E+13,2.09416E+11,1.18976E+11,31741043217,8.59398E+12,7855422348
Central America,2002,20269984251,2.90535E+14,0,5.88048E+12,1.95543E+12,80410998978,129779515.9,1.81716E+14,1.24688E+14,1.97234E+13,1.23091E+12,1.05464E+13,2.26384E+11,6.3069E+12,0,6060054289,783124579.8
South America,2002,3.14181E+13,8.74875E+15,7648711586,1.10443E+14,4.94573E+13,4.35368E+13,2.00028E+14,7.04019E+14,2.60176E+15,2.05966E+15,1.53029E+13,4.13162E+14,9.86641E+11,9.21021E+13,12795475748,2.37583E+13,1.97915E+11
North America,2002,7.04181E+14,3.45024E+14,1.59067E+12,8.16494E+14,6.54812E+14,1.4196E+13,4.01289E+14,1.88289E+15,1.00906E+15,9.79729E+14,3.56091E+13,9.4282E+14,7.86759E+12,1.04268E+14,6.09332E+11,9.67415E+12,3.94242E+12
Europe,2001,3.6912E+14,2.60162E+13,1.30672E+11,3.18969E+14,9.29645E+14,2.15247E+12,4.83661E+13,7.02792E+14,6.76304E+14,5.54198E+14,1.46596E+13,1.41087E+15,4.12451E+12,1.53024E+14,53495548323,7.30738E+11,41792212340
Africa,2001,2.77704E+12,2.75736E+15,401063411.5,3.16611E+14,1.81789E+14,1.04514E+14,3.72975E+14,1.31987E+15,3.5251E+15,2.95386E+15,5.97334E+12,5.13703E+14,3.76844E+12,1.70822E+14,0,9.0054E+12,27601109998
Australia,2001,6.40028E+13,3.71666E+14,0,1.0548E+12,6.59764E+12,1.19685E+14,7.8906E+14,1.51194E+14,4.25743E+14,9.56037E+14,2.36488E+12,1.7079E+14,7.22867E+11,7.99787E+11,0,3.69609E+12,19973785982
E Asia,2001,7.9742E+13,3.02217E+15,8.08567E+12,4.02187E+14,4.13429E+14,1.83417E+12,6.51144E+11,1.28816E+15,8.10784E+14,6.54837E+14,1.7157E+13,8.24313E+14,2.04215E+13,2.31708E+14,93244973129,1.28743E+13,7757777144
N Asia,2001,2.07046E+14,89167370.8,1.82671E+14,1.82859E+14,8.1807E+14,6.69093E+12,6.2409E+14,9.00439E+14,7.66582E+14,4.42812E+14,2.10884E+13,1.04393E+14,2.65757E+11,1.83804E+13,1.10317E+11,8.52725E+12,4.5039E+12
S Asia,2001,2.6701E+13,2.00021E+14,1771535803,4.00505E+13,6.56616E+13,1.04842E+11,9.09509E+12,1.66338E+14,1.31961E+14,1.60198E+14,1.22819E+12,6.3121E+14,1.00842E+12,4.72524E+13,53192462805,9.93327E+12,10954010495
SE Asia,2001,6.98618E+12,2.76346E+15,727285980.8,6.06744E+13,1.04928E+14,3.69275E+11,68454381534,5.71199E+14,2.95935E+14,1.1902E+14,1.37165E+13,2.87144E+14,2.43583E+12,1.23224E+14,2220951261,87363370774,2296414226
SW Asia,2001,1.22267E+13,4.63083E+11,2794174242,5.08681E+13,1.52577E+13,3.16868E+11,3.10302E+13,4.81519E+13,5.55738E+13,2.75646E+14,1.01965E+12,1.70885E+14,7.0266E+11,4.09494E+12,6171256650,1.30193E+13,5870815006
Central Asia,2001,4.98425E+11,4834898.764,52662875952,2.05319E+12,5.68775E+12,2.14087E+11,3.48831E+12,3.04476E+12,6.10851E+12,5.08559E+14,6.17149E+11,6.54349E+13,1.72761E+11,1.14003E+11,32518834824,7.17585E+12,5336942351
Central America,2001,19227887200,2.83945E+14,0,5.6169E+12,1.85259E+12,82688196137,41585740.71,1.76E+14,1.21232E+14,1.87911E+13,1.24985E+12,1.05718E+13,2.18883E+11,6.54325E+12,0,5718977402,378969627
South America,2001,3.43418E+13,8.45944E+15,11128150229,1.06895E+14,5.43945E+13,3.97274E+13,2.01357E+14,6.61918E+14,2.45627E+15,1.89461E+15,1.53897E+13,3.73967E+14,9.25403E+11,9.21004E+13,15723218375,2.35411E+13,1.1892E+11
